,PassengerNumber,Name,HomePlanet,Destination,deck,numofcabin,side,Age,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
7460,7984,Cran Birt,Mars,TRAPPIST-1e,F,1653,P,4,False,False,0,0,0,0,0,True
7461,7984,Murs Birt,Mars,TRAPPIST-1e,F,1653,P,24,True,False,0,0,0,0,0,True
7462,7984,Smal Birt,Mars,TRAPPIST-1e,F,1653,P,23,False,False,649,0,622,0,0,True
7463,7984,Guakes Birt,Mars,TRAPPIST-1e,F,1653,P,1,False,False,0,0,0,0,0,True
7464,7985,Davis Bulliamoses,Earth,TRAPPIST-1e,F,1654,P,18,False,False,1969,0,310,0,0,True
7465,7986,Weet Pimne,Mars,TRAPPIST-1e,F,1655,P,21,False,False,838,45,455,0,0,False
7466,7987,Doulls Boyst,Mars,TRAPPIST-1e,D,248,P,40,False,False,3809,0,21,0,1,False
7467,7988,Phoros Wirdley,Europa,TRAPPIST-1e,B,313,S,49,True,False,0,0,0,0,0,True
7468,7989,Perryl Baketton,Earth,PSO J318.5-22,G,1290,S,25,True,False,0,0,0,0,0,False
7469,7990,Becca Dorsenry,Earth,55 Cancri e,G,1294,P,21,True,False,0,0,0,0,0,True
7470,7993,Alphact Frakepeed,Europa,TRAPPIST-1e,A,96,S,40,True,False,0,0,0,0,0,True
7471,7993,Dyonon Frakepeed,Europa,55 Cancri e,A,96,S,47,True,True,0,0,0,0,0,True
7472,7994,Ivanna Stanleyd,Earth,PSO J318.5-22,G,1295,P,25,False,False,153,0,0,388,0,False
7473,7995,Grum Stiviorad,Europa,TRAPPIST-1e,G,1175,S,36,True,False,0,0,0,0,0,True
7474,7996,Tanley Kimons,Earth,TRAPPIST-1e,F,1657,P,39,False,False,17,334,708,17,366,False
7475,7999,Arraiam Bealvewd,Europa,55 Cancri e,B,262,P,26,True,False,0,0,0,0,0,True
7476,8000,Alfrey Bucklandez,Earth,TRAPPIST-1e,G,1292,S,0,False,False,0,0,1820,0,0,True
7477,8000,Patsyn Bucklandez,Earth,TRAPPIST-1e,G,1292,S,14,True,False,0,0,0,0,0,True
7478,8003,Himass Tre,Mars,TRAPPIST-1e,F,1659,P,7,False,False,0,0,0,0,0,True
7479,8004,Fowoos Gread,Mars,55 Cancri e,F,1527,S,50,True,False,0,0,0,0,0,True
7480,8005,Thel Olivasquez,Earth,55 Cancri e,F,1528,S,22,False,False,0,15,0,548,124,False
7481,8005,Sanney Olivasquez,Earth,PSO J318.5-22,G,1293,S,17,True,False,0,0,0,0,0,True
7482,8005,Katen Olivasquez,Earth,TRAPPIST-1e,F,1528,S,35,False,False,676,0,0,0,40,False
7483,8006,Lilace Morrencis,Earth,TRAPPIST-1e,F,1529,S,22,False,False,0,1145,0,0,371,False
7484,8007,Stace Gilleyons,Earth,TRAPPIST-1e,G,1296,P,26,False,False,0,0,1,886,0,False
7485,8007,Marine Gilleyons,Earth,PSO J318.5-22,E,517,P,24,False,False,0,0,92,1492,0,True
7486,8010,Oareel Krake,Europa,TRAPPIST-1e,C,300,S,59,False,False,0,2593,0,98,0,True
7487,8012,Camonk Bache,Mars,TRAPPIST-1e,F,1531,S,24,True,False,0,0,0,0,0,True
7488,8012,Cowhex Bache,Mars,TRAPPIST-1e,E,530,S,17,False,False,0,0,0,0,0,False
7489,8012,Mesh Bache,Mars,TRAPPIST-1e,F,1531,S,28,True,False,0,0,0,0,0,True
7490,8014,Letty Brightez,Earth,TRAPPIST-1e,G,1294,S,38,True,False,0,0,0,0,0,True
7491,8015,Kitauon Pulgaly,Europa,TRAPPIST-1e,B,315,S,2,True,False,0,0,0,0,0,True
7492,8015,Duhrkab Fansty,Europa,TRAPPIST-1e,B,315,S,36,False,False,0,244,0,5432,2302,False
7493,8015,Achbah Fansty,Europa,55 Cancri e,B,315,S,32,True,False,0,0,0,0,0,True
7494,8016,Clard Edwartizman,Earth,TRAPPIST-1e,E,531,S,15,False,False,0,10,0,595,381,False
7495,8018,Juane Popelazquez,Earth,TRAPPIST-1e,F,1532,S,54,False,False,0,0,5,1268,26,False
7496,8019,Casps Anpie,Mars,TRAPPIST-1e,F,1660,P,18,True,False,0,0,0,0,0,True
7497,8020,Ianya Callowery,Earth,TRAPPIST-1e,F,1661,P,22,False,False,668,79,0,0,1,False
7498,8021,Oraine Blandez,Earth,TRAPPIST-1e,G,1298,P,23,True,False,0,0,0,0,0,False
7499,8023,Cella Mallisly,Europa,TRAPPIST-1e,D,249,P,14,False,False,0,4545,271,199,1377,True
7500,8023,Auvara Mallisly,Europa,TRAPPIST-1e,D,249,P,26,True,False,0,0,0,0,0,True
7501,8024,Tancis Bushallert,Earth,TRAPPIST-1e,F,1533,S,73,False,False,16,0,722,2,89,False
7502,8025,Tauria Stiviorad,Europa,TRAPPIST-1e,B,263,P,29,False,False,0,0,0,0,0,True
7503,8026,Losp Ruité,Mars,TRAPPIST-1e,F,1534,S,29,True,False,0,0,0,0,0,True
7504,8027,Garlie Kirks,Earth,TRAPPIST-1e,G,1297,S,12,False,False,0,0,0,0,0,False
7505,8027,Wally Logannon,Earth,55 Cancri e,F,1535,S,27,False,False,31,225,331,0,14,False
7506,8029,Coracy Gainebergan,Earth,TRAPPIST-1e,G,1298,S,31,False,False,779,0,3,57,0,False
7507,8030,Weslie Carrishley,Earth,PSO J318.5-22,G,1299,S,26,True,False,95,0,0,0,0,False
7508,8031,Alheneb Emoted,Europa,55 Cancri e,D,250,P,35,True,False,0,0,0,0,0,True
7509,8032,Atonib Couresteer,Europa,TRAPPIST-1e,A,85,P,25,True,False,0,0,0,0,0,True
7510,8032,Alasym Couresteer,Europa,TRAPPIST-1e,A,85,P,40,True,False,0,0,0,0,0,True
7511,8034,Krus Bost,Mars,TRAPPIST-1e,E,532,S,18,True,False,0,0,0,0,0,False
7512,8034,Almone Bost,Mars,TRAPPIST-1e,E,532,S,52,False,False,1222,2,74,0,0,False
7513,8035,Walmon Staf,Mars,TRAPPIST-1e,F,1536,S,35,True,False,0,0,0,0,0,True
7514,8036,Therie Maldon,Earth,TRAPPIST-1e,F,1537,S,51,False,False,172,350,0,16,1005,False
7515,8036,Brene Maldon,Earth,TRAPPIST-1e,F,1537,S,35,False,False,0,0,62,0,891,False
7516,8037,Danie Harley,Earth,TRAPPIST-1e,F,1538,S,14,False,False,0,476,249,177,0,False
7517,8038,Alsha Gocent,Europa,55 Cancri e,C,301,S,61,True,False,0,0,0,0,0,True
7518,8038,Asellab Gocent,Europa,55 Cancri e,C,301,S,26,True,False,0,0,0,0,0,True
7519,8042,Mathy Shephendry,Earth,55 Cancri e,G,1299,P,21,True,False,0,0,0,0,0,False
7520,8043,Hadalm Oppont,Europa,55 Cancri e,A,97,S,45,False,False,5,17901,0,79,281,True
7521,8043,Aldun Fanseld,Europa,TRAPPIST-1e,A,97,S,29,False,False,0,1408,0,408,1,True
7522,8043,Alcorix Fanseld,Europa,TRAPPIST-1e,A,97,S,39,False,True,1,392,64,148,1367,True
7523,8043,Sinon Fanseld,Europa,55 Cancri e,A,97,S,37,True,False,0,0,0,0,0,True
7524,8046,Pennie Haynard,Earth,PSO J318.5-22,G,1300,P,22,True,False,0,0,0,0,0,True
7525,8049,Bonya Workmans,Earth,TRAPPIST-1e,G,1301,P,22,False,False,6,21,0,782,0,False
7526,8050,Annya Frazie,Earth,PSO J318.5-22,G,1300,S,30,False,False,0,34,143,275,0,False
7527,8050,Ivanne Frazie,Earth,TRAPPIST-1e,F,239,P,1,True,False,0,0,0,0,0,True
7528,8050,Netty Frazie,Earth,PSO J318.5-22,G,1300,S,0,True,False,0,0,0,0,0,True
7529,8052,Duana Serry,Earth,TRAPPIST-1e,G,1302,S,9,False,False,0,0,0,0,0,False
7530,8052,Perryl Serry,Earth,PSO J318.5-22,G,1302,S,18,False,False,0,0,0,1,335,False
7531,8053,Spix Burie,Mars,TRAPPIST-1e,F,1663,P,29,False,False,1544,1,206,0,0,False
7532,8054,Hex Reste,Mars,55 Cancri e,F,1540,S,52,False,False,0,0,262,1425,571,False
7533,8055,Joeula Baxterson,Earth,TRAPPIST-1e,E,533,S,27,False,False,0,0,846,59,0,False
7534,8056,Ionium Ausivetpul,Europa,TRAPPIST-1e,C,262,P,54,False,False,0,793,0,87,1567,False
7535,8056,Marrai Ausivetpul,Europa,TRAPPIST-1e,C,262,P,28,False,False,40,9012,0,111,551,True
7536,8057,Wimplas Sersocatic,Europa,TRAPPIST-1e,B,267,P,65,True,False,0,0,0,0,0,True
7537,8057,Algor Sersocatic,Europa,55 Cancri e,B,267,P,26,True,False,0,0,0,0,0,True
7538,8058,Ronard Hayertez,Earth,TRAPPIST-1e,F,1664,P,29,False,False,12,2,0,432,1548,False
7539,8059,Leria Merrelliss,Europa,TRAPPIST-1e,G,1302,P,20,False,False,0,38,0,0,1779,False
7540,8060,Pot Chman,Mars,TRAPPIST-1e,F,1541,S,39,False,False,1369,259,960,1,29,False
7541,8060,Colatz Chman,Mars,TRAPPIST-1e,F,1541,S,37,True,False,0,0,0,0,0,True
7542,8063,Paulie Loway,Earth,TRAPPIST-1e,F,1543,S,20,False,False,824,25,0,11,0,False
7543,8064,Yales Erte,Mars,TRAPPIST-1e,F,1204,P,40,True,False,0,0,0,0,0,True
7544,8064,Elos Erte,Mars,TRAPPIST-1e,E,534,S,0,False,False,0,0,0,0,0,True
7545,8064,Chees Swin,Mars,TRAPPIST-1e,E,534,S,33,True,False,0,0,0,0,0,False
7546,8066,Cinch Min,Mars,TRAPPIST-1e,F,1544,S,23,True,False,0,0,0,0,0,True
7547,8067,Jaimez Bardson,Earth,55 Cancri e,F,1666,P,32,False,False,1,0,0,9,663,False
7548,8068,Eduard Mcfarmerson,Earth,TRAPPIST-1e,F,1545,S,20,False,False,0,52,0,110,614,False
7549,8069,Adharan Greded,Europa,55 Cancri e,D,234,S,60,True,False,0,0,0,0,0,True
7550,8071,Olly Klindsey,Earth,TRAPPIST-1e,F,1546,S,53,False,False,0,0,716,0,0,True
7551,8072,Mareson Prombled,Europa,TRAPPIST-1e,D,236,S,26,True,False,0,0,0,0,0,True
7552,8072,Arin Prombled,Europa,55 Cancri e,D,236,S,35,False,False,0,5500,0,180,3173,False
7553,8075,Troyce Starkers,Earth,55 Cancri e,F,1547,S,19,False,False,355,0,0,0,284,False
7554,8076,Menkibi Emetillove,Europa,55 Cancri e,C,263,P,43,False,False,1,2060,29,1,2764,False
7555,8076,Achbah Emetillove,Europa,55 Cancri e,C,263,P,29,False,False,2686,0,0,2854,2553,False
7556,8077,Racy Watsongley,Earth,TRAPPIST-1e,G,1304,P,20,False,False,721,122,0,0,0,False
7557,8078,Colle Davispinoz,Earth,TRAPPIST-1e,F,1667,P,19,False,False,0,0,134,1931,0,False
7558,8079,Blancy Hubbarton,Earth,PSO J318.5-22,F,1548,S,21,False,False,505,0,0,0,110,True
7559,8081,Mesarga Ambleetive,Europa,55 Cancri e,D,251,P,39,False,False,2,15450,336,1,904,True
7560,8082,Deanny Cochrisons,Earth,TRAPPIST-1e,G,1305,P,12,True,False,0,0,0,0,0,False
7561,8082,Dell Cochrisons,Earth,55 Cancri e,F,1668,P,20,False,False,1842,0,0,0,0,True
7562,8083,Chrisa Wolferton,Earth,TRAPPIST-1e,F,1669,P,18,False,False,595,134,7,0,0,False
7563,8084,Schyon Idercaling,Europa,TRAPPIST-1e,C,264,P,31,False,False,0,745,0,6688,2161,False
7564,8085,Nandy Avisley,Earth,PSO J318.5-22,F,1549,S,35,False,False,635,3,0,0,25,False
7565,8086,Denis Rochaserry,Earth,PSO J318.5-22,G,1306,P,44,True,False,0,0,8,0,0,True
7566,8087,Sarthim Ousious,Europa,TRAPPIST-1e,B,268,P,62,False,False,33,3518,0,394,0,True
7567,8088,Ducks Sacy,Mars,TRAPPIST-1e,E,521,P,23,False,False,1,0,11,0,2336,False
7568,8088,Varkes Kart,Mars,TRAPPIST-1e,F,1670,P,23,False,True,3,0,0,1677,0,False
7569,8089,Erie Peter,Earth,TRAPPIST-1e,F,1671,P,19,False,False,0,0,1761,0,36,True
7570,8091,Mela Bushallert,Earth,TRAPPIST-1e,F,1672,P,29,False,False,18,7,0,0,779,False
7571,8092,Mintard Pulgaly,Europa,TRAPPIST-1e,D,238,S,31,False,False,0,4655,135,2075,402,True
7572,8092,Hekabih Pulgaly,Europa,55 Cancri e,D,238,S,33,True,True,0,195,0,0,0,True
7573,8092,Sterfik Pulgaly,Europa,TRAPPIST-1e,D,238,S,41,False,False,0,3216,0,433,517,False
7574,8094,Geonkaa Pokebox,Europa,TRAPPIST-1e,C,265,P,60,False,False,19,7316,0,0,1781,True
7575,8097,Asch Meroliss,Europa,TRAPPIST-1e,B,317,S,41,True,False,0,0,2370,0,0,True
7576,8098,Ariton Mosteraked,Europa,TRAPPIST-1e,B,269,P,69,False,True,0,269,0,190,9033,False
7577,8098,Quarkib Mosteraked,Europa,55 Cancri e,B,269,P,44,False,False,9,2311,0,633,1,True
7578,8098,Minkark Mosteraked,Europa,55 Cancri e,B,269,P,18,True,False,0,0,0,0,0,True
7579,8098,Hasim Mosteraked,Europa,55 Cancri e,B,269,P,26,False,False,0,11598,0,3,386,True
7580,8102,Ela Castron,Earth,TRAPPIST-1e,F,1674,P,30,False,False,4,0,442,2441,0,False
7581,8103,Dicks Botie,Mars,TRAPPIST-1e,F,1675,P,34,False,False,81,0,492,122,0,False
7582,8105,Shan Villenson,Earth,PSO J318.5-22,F,1677,P,18,False,False,0,0,15,570,84,False
7583,8106,Daley Rigginsen,Earth,55 Cancri e,G,1306,S,49,True,False,0,0,0,0,0,True
7584,8107,Shan Ewisentley,Earth,PSO J318.5-22,F,1678,P,71,False,False,48,43,0,78,534,False
7585,8108,Stevey Evedorsen,Earth,PSO J318.5-22,F,1552,S,19,False,False,150,605,0,0,1,False
7586,8112,Benda Dickley,Earth,PSO J318.5-22,F,1553,S,23,False,False,90,4,0,7,588,False
7587,8115,Phecca Prieress,Europa,TRAPPIST-1e,B,318,S,31,True,False,0,0,0,0,0,True
7588,8115,Eltais Prieress,Europa,TRAPPIST-1e,B,318,S,40,True,False,0,0,0,0,0,True
7589,8116,Ties Prin,Mars,55 Cancri e,D,252,P,28,False,False,49,0,0,2,1136,False
7590,8117,Diram Pernised,Europa,TRAPPIST-1e,B,319,S,17,True,False,0,0,0,0,0,True
7591,8117,Caiamin Pernised,Europa,TRAPPIST-1e,B,319,S,24,False,False,0,809,0,4928,143,False
7592,8117,Rasalm Pernised,Europa,55 Cancri e,B,319,S,54,True,False,0,0,0,0,0,True
7593,8118,Eilace Browlerson,Earth,TRAPPIST-1e,G,1310,P,21,True,False,0,0,0,0,0,False
7594,8119,Harvin Tersimpson,Earth,55 Cancri e,F,1555,S,2,True,False,0,0,0,0,0,False
7595,8119,Willey Tersimpson,Earth,55 Cancri e,F,1555,S,20,False,False,6,1119,0,24,13,True
7596,8119,Thew Tersimpson,Earth,55 Cancri e,F,1555,S,20,False,False,97,279,0,301,39,False
7597,8120,Hekarf Pacticious,Europa,55 Cancri e,D,253,P,36,False,False,0,4260,0,0,1678,True
7598,8121,Jeroy Kimpson,Earth,TRAPPIST-1e,G,1311,P,25,True,False,0,0,0,0,0,True
7599,8122,Sadiram Coning,Europa,55 Cancri e,C,302,S,58,False,False,0,226,0,5481,52,False
7600,8122,Arkaban Coning,Europa,TRAPPIST-1e,C,302,S,37,False,False,79,218,0,442,659,True
7601,8122,Gemmark Coning,Europa,TRAPPIST-1e,C,302,S,26,False,False,0,13,0,3803,3557,False
7602,8123,Violan Newtontoss,Earth,TRAPPIST-1e,G,1312,P,45,True,False,0,0,0,0,0,False
7603,8124,Ryany Paynard,Earth,TRAPPIST-1e,F,1681,P,44,False,False,0,903,0,0,0,False
7604,8128,Mele Queke,Mars,TRAPPIST-1e,F,1682,P,24,True,False,0,0,0,0,0,True
7605,8129,Eline Casonston,Earth,55 Cancri e,G,843,P,13,True,False,0,0,0,0,0,True
7606,8129,Frey Casonston,Earth,TRAPPIST-1e,G,1313,P,4,False,False,0,0,0,0,0,True
7607,8129,Eulah Casonston,Earth,TRAPPIST-1e,F,1683,P,24,False,False,381,925,342,0,642,False
7608,8129,Millie Casonston,Earth,55 Cancri e,F,1683,P,27,False,False,3,13,0,0,788,False
7609,8129,Rona Casonston,Earth,TRAPPIST-1e,E,522,P,39,False,False,44,1620,0,6,0,False
7610,8130,Morrie Mcbriddley,Earth,TRAPPIST-1e,G,1308,S,23,True,False,0,0,0,0,0,False
7611,8130,Brie Mcbriddley,Earth,55 Cancri e,G,1308,S,4,False,False,0,0,0,0,0,False
7612,8130,Ferry Mcbriddley,Earth,TRAPPIST-1e,G,1308,S,0,True,False,0,0,0,0,0,False
7613,8131,Gieses Shbre,Mars,TRAPPIST-1e,F,1557,S,22,True,False,0,0,0,0,0,True
7614,8133,Gra Suncy,Mars,TRAPPIST-1e,D,254,P,27,False,False,831,0,0,867,20,False
7615,8135,Navior Coudered,Europa,TRAPPIST-1e,C,267,P,22,True,False,0,0,0,0,0,True
7616,8136,Alphact Inderad,Europa,55 Cancri e,C,268,P,26,True,False,0,0,0,0,0,True
7617,8136,Achium Inderad,Europa,TRAPPIST-1e,C,268,P,60,False,False,0,5998,0,4794,8,False
7618,8137,Antone Fielson,Earth,TRAPPIST-1e,G,1314,P,18,False,False,0,297,0,588,23,False
7619,8138,Nica Whitneyes,Earth,55 Cancri e,G,1315,P,20,True,False,0,0,0,0,0,False
7620,8139,Andie Mirezavis,Earth,TRAPPIST-1e,E,523,P,25,False,False,11,780,0,0,0,True
7621,8140,Berta Chapmaney,Earth,PSO J318.5-22,G,1309,S,24,True,False,0,0,0,0,0,True
7622,8141,Stenny Belley,Earth,TRAPPIST-1e,G,1310,S,38,True,False,0,0,0,0,0,True
7623,8143,Sergia Vines,Earth,TRAPPIST-1e,F,1558,S,18,False,False,0,17,5,0,712,True
7624,8144,Graston Donotaked,Europa,55 Cancri e,B,270,P,45,True,False,0,0,0,0,0,True
7625,8144,Marfar Chsere,Europa,TRAPPIST-1e,B,270,P,13,False,False,0,3680,0,1529,3854,False
7626,8144,Muonus Chsere,Europa,TRAPPIST-1e,B,270,P,28,False,False,0,3317,77,0,130,True
7627,8144,Dhena Donotaked,Europa,TRAPPIST-1e,B,270,P,5,False,False,0,0,0,0,0,True
7628,8147,Everly Pittler,Earth,TRAPPIST-1e,G,1317,P,20,False,False,0,142,0,3528,92,False
7629,8147,Mabley Pittler,Earth,TRAPPIST-1e,F,1206,S,2,True,False,0,0,0,0,0,True
7630,8147,Jeroy Pittler,Earth,TRAPPIST-1e,G,1317,P,42,False,False,18,5,470,356,57,False
7631,8147,Cline Pittler,Earth,55 Cancri e,G,1317,P,0,False,False,0,0,0,0,0,True
7632,8148,Jarena Cartez,Earth,TRAPPIST-1e,G,1318,P,18,False,False,0,508,0,44,257,False
7633,8149,Gordo Contrevins,Earth,PSO J318.5-22,G,1319,P,26,True,False,0,0,0,0,0,False
7634,8150,Bles Kart,Mars,55 Cancri e,E,539,S,3,True,False,0,0,143,0,0,True
7635,8150,Stmeal Kart,Mars,PSO J318.5-22,E,539,S,49,True,False,0,0,0,0,0,True
7636,8150,Stey Kart,Mars,TRAPPIST-1e,E,539,S,19,False,False,691,0,10,561,25,False
7637,8152,Stanya Bullisey,Earth,TRAPPIST-1e,G,1312,S,19,True,False,0,0,0,0,0,False
7638,8153,Monah Hickett,Earth,TRAPPIST-1e,G,1320,P,15,True,False,0,0,0,0,0,False
7639,8156,Phia Yorkland,Earth,PSO J318.5-22,G,1321,P,53,False,False,90,29,102,244,56,False
7640,8157,Luisy Morelly,Earth,TRAPPIST-1e,G,1313,S,0,False,False,0,0,0,0,0,True
7641,8157,Nance Morelly,Earth,55 Cancri e,F,1560,S,39,False,False,1663,0,262,229,0,False
7642,8157,Leneva Morelly,Earth,TRAPPIST-1e,G,1313,S,45,False,False,0,0,2778,1910,0,False
7643,8157,Wine Morelly,Earth,TRAPPIST-1e,G,1313,S,10,True,False,0,0,0,0,0,True
7644,8157,Lyne Morelly,Earth,55 Cancri e,G,1313,S,1,False,False,0,0,0,0,0,True
7645,8157,Chadie Morelly,Earth,TRAPPIST-1e,G,1313,S,9,False,False,0,0,0,0,0,True
7646,8158,Hork Repie,Mars,TRAPPIST-1e,F,1686,P,40,False,False,953,0,356,0,0,False
7647,8159,Blancy Guerson,Earth,TRAPPIST-1e,F,1687,P,26,False,False,0,0,0,622,8,False
7648,8161,Marina Pooles,Earth,TRAPPIST-1e,F,1688,P,18,False,False,1157,28,50,0,0,False
7649,8162,Isotone Fringh,Europa,TRAPPIST-1e,E,524,P,47,False,False,0,314,0,889,1090,False
7650,8164,Loree Wolfernan,Earth,TRAPPIST-1e,G,1314,S,31,False,False,0,918,0,0,900,False
7651,8165,Labix One,Mars,TRAPPIST-1e,E,525,P,29,False,False,279,11,40,718,0,False
7652,8167,Kendy Foxter,Earth,PSO J318.5-22,G,1315,S,23,True,False,0,0,0,0,0,True
7653,8168,Alber Carpentley,Earth,55 Cancri e,F,1561,S,32,False,False,7,723,0,6,13,False
7654,8168,Lison Boyers,Earth,TRAPPIST-1e,F,1561,S,32,False,False,293,889,1,1,200,False
7655,8168,Briane Carpentley,Earth,TRAPPIST-1e,F,1561,S,21,False,False,644,0,0,0,2,False
7656,8168,Bland Boyers,Earth,TRAPPIST-1e,F,1561,S,59,False,False,4,0,9,20,831,False
7657,8168,Brada Carpentley,Earth,TRAPPIST-1e,G,1316,S,22,False,False,753,0,0,0,0,False
7658,8168,Camina Carpentley,Earth,TRAPPIST-1e,G,1316,S,18,False,False,0,858,2,0,0,True
7659,8168,Wena Boyers,Earth,PSO J318.5-22,G,1316,S,28,True,False,0,0,0,0,0,True
7660,8168,Ryanne Boyers,Earth,TRAPPIST-1e,G,1316,S,38,True,False,0,0,0,0,0,True
7661,8171,Dandy Beckerson,Earth,TRAPPIST-1e,F,1690,P,46,False,False,0,0,594,154,0,False
7662,8173,Asellah Shricatory,Europa,TRAPPIST-1e,C,304,S,44,False,False,0,3771,0,521,4,True
7663,8175,Terope Geraing,Europa,TRAPPIST-1e,C,305,S,38,True,False,0,0,0,0,0,True
7664,8176,Mintard Guloofant,Europa,55 Cancri e,A,98,S,28,False,False,5,8252,0,181,3027,False
7665,8177,Davis Wallerson,Earth,TRAPPIST-1e,G,1317,S,31,False,False,116,0,298,2,227,False
7666,8178,Sha Weavesend,Earth,TRAPPIST-1e,G,1318,S,18,True,False,0,0,0,0,0,True
7667,8182,Jaimez Fowlesterez,Earth,PSO J318.5-22,F,1564,S,18,False,False,0,220,4,0,532,False
7668,8186,Leneva Jenkinnedy,Earth,55 Cancri e,G,1319,S,4,False,False,0,0,0,0,0,True
7669,8186,Kariel Jenkinnedy,Earth,PSO J318.5-22,G,1319,S,0,True,False,0,0,0,0,0,True
7670,8186,Glenry Estiagosen,Earth,TRAPPIST-1e,G,1319,S,0,False,False,0,0,0,0,1543,False
7671,8186,Rayley Jenkinnedy,Earth,PSO J318.5-22,G,1319,S,23,True,False,0,0,0,0,0,False
7672,8189,Arrak Fanchy,Europa,TRAPPIST-1e,C,271,P,35,False,False,0,747,0,0,2478,False
7673,8190,Izaron Ingalt,Europa,55 Cancri e,B,320,S,43,True,False,0,0,0,0,0,True
7674,8191,Gracy Gaington,Earth,PSO J318.5-22,G,1320,S,18,False,False,0,0,19,751,4,False
7675,8192,Herry Mcphernard,Earth,TRAPPIST-1e,F,1566,S,18,False,False,539,2,3,900,0,False
7676,8194,Hary Puckenton,Earth,TRAPPIST-1e,F,1567,S,18,False,False,0,0,662,30,0,True
7677,8197,Ambert Sellentry,Earth,55 Cancri e,F,1693,P,49,False,False,598,0,0,118,0,False
7678,8199,Patha Drakeekss,Earth,TRAPPIST-1e,G,1329,P,19,False,False,0,0,0,0,0,False
7679,8200,Wen Wheelez,Earth,PSO J318.5-22,G,1330,P,22,True,False,0,0,0,0,0,True
7680,8202,Ainons Unkcatted,Europa,TRAPPIST-1e,C,306,S,4,False,False,0,0,0,588,0,True
7681,8202,Brak Unkcatted,Europa,TRAPPIST-1e,C,306,S,0,False,False,0,0,0,0,0,True
7682,8202,Charga Unkcatted,Earth,TRAPPIST-1e,C,306,S,49,True,False,0,0,0,0,0,True
7683,8202,Nasliak Unkcatted,Europa,TRAPPIST-1e,C,306,S,39,False,False,19,3603,0,421,517,True
7684,8202,Bottom Unkcatted,Europa,55 Cancri e,C,306,S,36,False,False,0,8151,5,0,8182,False
7685,8202,Sinon Unkcatted,Europa,TRAPPIST-1e,C,306,S,53,True,False,0,0,0,0,0,True
7686,8203,Altan Pernised,Europa,55 Cancri e,C,307,S,23,False,False,0,395,0,6,0,False
7687,8203,Geno Pernised,Europa,TRAPPIST-1e,C,307,S,24,True,False,0,0,0,0,0,True
7688,8204,Krazet Distured,Europa,TRAPPIST-1e,E,541,S,25,False,False,0,1003,1629,73,748,False
7689,8204,Terion Distured,Europa,TRAPPIST-1e,E,541,S,30,False,False,209,157,2566,171,472,False
7690,8205,Lyde Fulloydez,Earth,TRAPPIST-1e,G,1331,P,20,False,False,625,0,2,0,0,False
7691,8207,Hers Buche,Mars,TRAPPIST-1e,F,1695,P,40,True,False,0,0,0,0,0,True
7692,8208,Andice Dickley,Earth,PSO J318.5-22,G,1322,S,18,True,False,0,0,0,0,0,True
7693,8209,Oraryn Mirandry,Earth,TRAPPIST-1e,G,1332,P,57,False,False,6,510,372,0,0,True
7694,8210,Crat Ble,Mars,TRAPPIST-1e,D,241,S,47,False,False,1282,0,5,495,0,False
7695,8211,Jodye Haynard,Earth,55 Cancri e,G,1323,S,26,True,False,0,0,0,0,0,True
7696,8212,Mollie Tersimpson,Earth,PSO J318.5-22,F,1569,S,29,False,False,487,0,60,12,0,False
7697,8213,Feryla Gouldensen,Earth,TRAPPIST-1e,G,1333,P,32,False,False,0,2,1,0,881,False
7698,8214,Atinon Exnutchor,Europa,TRAPPIST-1e,D,242,S,30,True,False,0,0,0,0,0,True
7699,8216,Patsya Bonder,Earth,TRAPPIST-1e,G,1334,P,18,False,False,22,0,681,0,1,True
7700,8217,Joanny Mcbriddley,Earth,TRAPPIST-1e,F,1570,S,49,False,False,0,4,50,0,746,False
7701,8218,Tauvaah Aloubtled,Europa,TRAPPIST-1e,B,272,P,33,True,False,0,0,0,0,0,True
7702,8219,Ralda Flynnis,Earth,TRAPPIST-1e,G,1335,P,18,False,False,3,0,3,1773,0,False
7703,8220,Hadaron Gulcepusy,Europa,TRAPPIST-1e,A,99,S,29,False,False,0,5157,1,136,32,True
7704,8221,Range Cusa,Mars,TRAPPIST-1e,F,1696,P,34,True,False,0,0,0,0,0,True
7705,8222,Muld Sidie,Mars,TRAPPIST-1e,D,257,P,43,False,False,1054,109,576,645,0,False
7706,8222,Hock Sidie,Mars,TRAPPIST-1e,F,1697,P,18,False,False,32,1255,1,0,0,True
7707,8224,Nancey Pooles,Earth,TRAPPIST-1e,G,1325,S,31,True,False,0,0,0,0,0,False
7708,8225,Heersh Nutty,Mars,TRAPPIST-1e,F,585,P,15,False,False,85,0,1130,0,248,False
7709,8226,Sunk Mille,Mars,TRAPPIST-1e,F,1572,S,3,True,False,0,0,0,0,0,True
7710,8226,Guark Mille,Mars,TRAPPIST-1e,F,1572,S,37,True,False,0,0,0,0,0,True
7711,8226,Crunde Mille,Mars,TRAPPIST-1e,F,1572,S,1,True,False,0,0,0,0,0,True
7712,8227,Leneva Headardyer,Earth,TRAPPIST-1e,E,527,P,27,False,False,14,1186,460,12,9,True
7713,8229,Armene Patthews,Earth,TRAPPIST-1e,G,1336,P,15,True,False,0,0,0,0,0,True
7714,8231,Hen Fryersonis,Earth,TRAPPIST-1e,G,1327,S,33,False,False,201,819,0,0,0,True
